SampleID	grain_length
IRIS_313-11038_IRIS_313-11038 9
IRIS_313-11039_IRIS_313-11039 7.2
IRIS_313-11041_IRIS_313-11041 8.4
IRIS_313-11044_IRIS_313-11044 8.2
IRIS_313-11045_IRIS_313-11045 8.3
IRIS_313-11047_IRIS_313-11047 7.7
IRIS_313-11048_IRIS_313-11048 8.7
IRIS_313-11049_IRIS_313-11049 8.2
IRIS_313-11050_IRIS_313-11050 8.2
IRIS_313-11051_IRIS_313-11051 8.2
IRIS_313-11052_IRIS_313-11052 7.5
IRIS_313-11053_IRIS_313-11053 7.9
IRIS_313-11054_IRIS_313-11054 8.1
IRIS_313-11055_IRIS_313-11055 7.5
IRIS_313-11056_IRIS_313-11056 9.6
IRIS_313-11057_IRIS_313-11057 8.2
IRIS_313-11058_IRIS_313-11058 8.6
IRIS_313-11059_IRIS_313-11059 9
IRIS_313-11060_IRIS_313-11060 8.3
IRIS_313-11061_IRIS_313-11061 8.6
IRIS_313-11062_IRIS_313-11062 5.7
IRIS_313-11063_IRIS_313-11063 7.9
IRIS_313-11064_IRIS_313-11064 7.8
IRIS_313-11065_IRIS_313-11065 7.7
IRIS_313-11066_IRIS_313-11066 7.3
IRIS_313-11067_IRIS_313-11067 8.3
IRIS_313-11068_IRIS_313-11068 8.2
IRIS_313-11069_IRIS_313-11069 7.1
IRIS_313-11070_IRIS_313-11070 7.3
IRIS_313-11071_IRIS_313-11071 8.8
IRIS_313-11072_IRIS_313-11072 9
IRIS_313-11073_IRIS_313-11073 9.5
IRIS_313-11075_IRIS_313-11075 8.8
IRIS_313-11076_IRIS_313-11076 8.8
IRIS_313-11077_IRIS_313-11077 10.9
IRIS_313-11078_IRIS_313-11078 10.2
IRIS_313-11079_IRIS_313-11079 9.7
IRIS_313-11080_IRIS_313-11080 9.2
IRIS_313-11081_IRIS_313-11081 10.4
IRIS_313-11082_IRIS_313-11082 10.4
IRIS_313-11083_IRIS_313-11083 8.4
IRIS_313-11085_IRIS_313-11085 9.8
IRIS_313-11086_IRIS_313-11086 8.9
IRIS_313-11088_IRIS_313-11088 9.6
IRIS_313-11089_IRIS_313-11089 9.7
IRIS_313-11090_IRIS_313-11090 10.3
IRIS_313-11091_IRIS_313-11091 10.3
IRIS_313-11092_IRIS_313-11092 9.9
IRIS_313-11093_IRIS_313-11093 9.5
IRIS_313-11094_IRIS_313-11094 11.1
IRIS_313-11095_IRIS_313-11095 8.5
IRIS_313-11096_IRIS_313-11096 8.4
IRIS_313-11097_IRIS_313-11097 7.4
IRIS_313-11098_IRIS_313-11098 9.2
IRIS_313-11101_IRIS_313-11101 8.6
IRIS_313-11103_IRIS_313-11103 9.8
IRIS_313-11104_IRIS_313-11104 9.3
IRIS_313-11105_IRIS_313-11105 9.2
IRIS_313-11106_IRIS_313-11106 9.4
IRIS_313-11107_IRIS_313-11107 8.8
IRIS_313-11108_IRIS_313-11108 10.5
IRIS_313-11109_IRIS_313-11109 9
IRIS_313-11110_IRIS_313-11110 8.9
IRIS_313-11111_IRIS_313-11111 9.2
IRIS_313-11112_IRIS_313-11112 9
IRIS_313-11113_IRIS_313-11113 9.3
IRIS_313-11114_IRIS_313-11114 8.5
IRIS_313-11115_IRIS_313-11115 8.2
IRIS_313-11116_IRIS_313-11116 9.2
IRIS_313-11117_IRIS_313-11117 8.4
IRIS_313-11118_IRIS_313-11118 8
IRIS_313-11120_IRIS_313-11120 6.5
IRIS_313-11121_IRIS_313-11121 7.9
IRIS_313-11122_IRIS_313-11122 10
IRIS_313-11123_IRIS_313-11123 8.5
IRIS_313-11124_IRIS_313-11124 8.5
IRIS_313-11126_IRIS_313-11126 7.9
IRIS_313-11127_IRIS_313-11127 8.5
IRIS_313-11128_IRIS_313-11128 8.3
IRIS_313-11129_IRIS_313-11129 8.2
IRIS_313-11130_IRIS_313-11130 10.3
IRIS_313-11131_IRIS_313-11131 8.5
IRIS_313-11132_IRIS_313-11132 8.1
IRIS_313-11133_IRIS_313-11133 8.2
IRIS_313-11134_IRIS_313-11134 9
IRIS_313-11135_IRIS_313-11135 9.4
IRIS_313-11136_IRIS_313-11136 7.6
IRIS_313-11137_IRIS_313-11137 8.4
IRIS_313-11138_IRIS_313-11138 8.3
IRIS_313-11139_IRIS_313-11139 9.4
IRIS_313-11140_IRIS_313-11140 7.8
IRIS_313-11141_IRIS_313-11141 7.7
IRIS_313-11142_IRIS_313-11142 8.7
IRIS_313-11143_IRIS_313-11143 10
IRIS_313-11144_IRIS_313-11144 7.8
IRIS_313-11145_IRIS_313-11145 8
IRIS_313-11146_IRIS_313-11146 8.2
IRIS_313-11147_IRIS_313-11147 8.7
IRIS_313-11148_IRIS_313-11148 8
IRIS_313-11149_IRIS_313-11149 10.3
IRIS_313-11150_IRIS_313-11150 9.7
IRIS_313-11151_IRIS_313-11151 8.7
IRIS_313-11152_IRIS_313-11152 7.2
IRIS_313-11153_IRIS_313-11153 7.1
IRIS_313-11154_IRIS_313-11154 8.1
IRIS_313-11155_IRIS_313-11155 7.8
IRIS_313-11156_IRIS_313-11156 8.8
IRIS_313-11157_IRIS_313-11157 6.1
IRIS_313-11158_IRIS_313-11158 7.8
IRIS_313-11159_IRIS_313-11159 8.8
IRIS_313-11160_IRIS_313-11160 9.9
IRIS_313-11161_IRIS_313-11161 9.2
IRIS_313-11162_IRIS_313-11162 10.6
IRIS_313-11163_IRIS_313-11163 8.1
IRIS_313-11164_IRIS_313-11164 10.7
IRIS_313-11165_IRIS_313-11165 8.1
IRIS_313-11166_IRIS_313-11166 8.2
IRIS_313-11167_IRIS_313-11167 8.5
IRIS_313-11168_IRIS_313-11168 9.3
IRIS_313-11169_IRIS_313-11169 7.6
IRIS_313-11170_IRIS_313-11170 8.9
IRIS_313-11171_IRIS_313-11171 7.5
IRIS_313-11172_IRIS_313-11172 7.8
IRIS_313-11173_IRIS_313-11173 9.7
IRIS_313-11174_IRIS_313-11174 8.8
IRIS_313-11175_IRIS_313-11175 8.5
IRIS_313-11176_IRIS_313-11176 9
IRIS_313-11177_IRIS_313-11177 8.7
IRIS_313-11178_IRIS_313-11178 9.8
IRIS_313-11179_IRIS_313-11179 8.1
IRIS_313-11180_IRIS_313-11180 11.4
IRIS_313-11181_IRIS_313-11181 9.2
IRIS_313-11182_IRIS_313-11182 8.4
IRIS_313-11183_IRIS_313-11183 9.6
IRIS_313-11189_IRIS_313-11189 9.8
IRIS_313-11191_IRIS_313-11191 6.3
IRIS_313-11192_IRIS_313-11192 11
IRIS_313-11193_IRIS_313-11193 8.7
IRIS_313-11194_IRIS_313-11194 10.4
IRIS_313-11195_IRIS_313-11195 6.3
IRIS_313-11196_IRIS_313-11196 8.6
IRIS_313-11197_IRIS_313-11197 8.3
IRIS_313-11198_IRIS_313-11198 8
IRIS_313-11199_IRIS_313-11199 7.5
IRIS_313-11200_IRIS_313-11200 7.9
IRIS_313-11201_IRIS_313-11201 7.9
IRIS_313-11202_IRIS_313-11202 8
IRIS_313-11203_IRIS_313-11203 7.8
IRIS_313-11204_IRIS_313-11204 7.7
IRIS_313-11205_IRIS_313-11205 8.9
IRIS_313-11206_IRIS_313-11206 8
IRIS_313-11207_IRIS_313-11207 8.7
IRIS_313-11208_IRIS_313-11208 10.2
IRIS_313-11209_IRIS_313-11209 8.1
IRIS_313-11210_IRIS_313-11210 8.6
IRIS_313-11211_IRIS_313-11211 9.1
IRIS_313-11212_IRIS_313-11212 8.6
IRIS_313-11213_IRIS_313-11213 8.6
IRIS_313-11214_IRIS_313-11214 8.8
IRIS_313-11216_IRIS_313-11216 8.1
IRIS_313-11218_IRIS_313-11218 6.4
IRIS_313-11219_IRIS_313-11219 9.9
IRIS_313-11220_IRIS_313-11220 8.3
IRIS_313-11221_IRIS_313-11221 9.3
IRIS_313-11222_IRIS_313-11222 9.5
IRIS_313-11223_IRIS_313-11223 7.8
IRIS_313-11224_IRIS_313-11224 10.1
IRIS_313-11225_IRIS_313-11225 8.9
IRIS_313-11226_IRIS_313-11226 9.4
IRIS_313-11227_IRIS_313-11227 9.2
IRIS_313-11228_IRIS_313-11228 9.7
IRIS_313-11229_IRIS_313-11229 8.8
IRIS_313-11230_IRIS_313-11230 8.8
IRIS_313-11231_IRIS_313-11231 9.4
IRIS_313-11232_IRIS_313-11232 9
IRIS_313-11233_IRIS_313-11233 10.5
IRIS_313-11234_IRIS_313-11234 10.4
IRIS_313-11235_IRIS_313-11235 11.4
IRIS_313-11236_IRIS_313-11236 9.2
IRIS_313-11237_IRIS_313-11237 9.1
IRIS_313-11239_IRIS_313-11239 10.3
IRIS_313-11240_IRIS_313-11240 9
IRIS_313-11241_IRIS_313-11241 8.4
IRIS_313-11242_IRIS_313-11242 8.6
IRIS_313-11243_IRIS_313-11243 9.2
IRIS_313-11245_IRIS_313-11245 9.2
IRIS_313-11246_IRIS_313-11246 8
IRIS_313-11247_IRIS_313-11247 9.3
IRIS_313-11248_IRIS_313-11248 10.6
IRIS_313-11249_IRIS_313-11249 9.7
IRIS_313-11250_IRIS_313-11250 9
IRIS_313-11251_IRIS_313-11251 8.4
IRIS_313-11254_IRIS_313-11254 7.9
IRIS_313-11255_IRIS_313-11255 8.3
IRIS_313-11256_IRIS_313-11256 8.8
IRIS_313-11257_IRIS_313-11257 9
IRIS_313-11258_IRIS_313-11258 5.5
IRIS_313-11259_IRIS_313-11259 8.2
IRIS_313-11260_IRIS_313-11260 8.7
IRIS_313-11261_IRIS_313-11261 9.2
IRIS_313-11262_IRIS_313-11262 7.8
IRIS_313-11263_IRIS_313-11263 8.4
IRIS_313-11264_IRIS_313-11264 9.4
IRIS_313-11265_IRIS_313-11265 7.2
IRIS_313-11266_IRIS_313-11266 7.4
IRIS_313-11267_IRIS_313-11267 8.4
IRIS_313-11268_IRIS_313-11268 8.2
IRIS_313-11269_IRIS_313-11269 8.3
IRIS_313-11270_IRIS_313-11270 8
IRIS_313-11271_IRIS_313-11271 8.3
IRIS_313-11272_IRIS_313-11272 8
IRIS_313-11273_IRIS_313-11273 8.8
IRIS_313-11274_IRIS_313-11274 7.5
IRIS_313-11275_IRIS_313-11275 8.3
IRIS_313-11276_IRIS_313-11276 8.6
IRIS_313-11277_IRIS_313-11277 8.5
IRIS_313-11279_IRIS_313-11279 9.2
IRIS_313-11280_IRIS_313-11280 11
IRIS_313-11281_IRIS_313-11281 8.8
IRIS_313-11282_IRIS_313-11282 8.2
IRIS_313-11283_IRIS_313-11283 8.1
IRIS_313-11284_IRIS_313-11284 8.5
IRIS_313-11286_IRIS_313-11286 8.8
IRIS_313-11287_IRIS_313-11287 9.6
IRIS_313-11288_IRIS_313-11288 8.8
IRIS_313-11289_IRIS_313-11289 8.6
IRIS_313-11290_IRIS_313-11290 8.6
IRIS_313-11291_IRIS_313-11291 6.7
IRIS_313-11292_IRIS_313-11292 8.5
IRIS_313-11293_IRIS_313-11293 8.4
IRIS_313-11294_IRIS_313-11294 8.5
IRIS_313-11295_IRIS_313-11295 8.5
IRIS_313-11296_IRIS_313-11296 8.4
IRIS_313-11297_IRIS_313-11297 7
IRIS_313-11298_IRIS_313-11298 7.1
IRIS_313-11299_IRIS_313-11299 9.7
IRIS_313-11300_IRIS_313-11300 9.5
IRIS_313-11301_IRIS_313-11301 8.1
IRIS_313-11302_IRIS_313-11302 9
IRIS_313-11303_IRIS_313-11303 8.3
IRIS_313-11304_IRIS_313-11304 9.6
IRIS_313-11305_IRIS_313-11305 9.4
IRIS_313-11306_IRIS_313-11306 8.8
IRIS_313-11307_IRIS_313-11307 8.7
IRIS_313-11308_IRIS_313-11308 8
IRIS_313-11309_IRIS_313-11309 9.5
IRIS_313-11310_IRIS_313-11310 7.8
IRIS_313-11311_IRIS_313-11311 8
IRIS_313-11312_IRIS_313-11312 7.7
IRIS_313-11313_IRIS_313-11313 8.2
IRIS_313-11314_IRIS_313-11314 9.6
IRIS_313-11315_IRIS_313-11315 9
IRIS_313-11316_IRIS_313-11316 6.7
IRIS_313-11317_IRIS_313-11317 10.2
IRIS_313-11318_IRIS_313-11318 10.4
IRIS_313-11321_IRIS_313-11321 7.8
IRIS_313-11322_IRIS_313-11322 7.9
IRIS_313-11323_IRIS_313-11323 7.8
IRIS_313-11324_IRIS_313-11324 7.6
IRIS_313-11325_IRIS_313-11325 11
IRIS_313-11326_IRIS_313-11326 8.5
IRIS_313-11327_IRIS_313-11327 10.6
IRIS_313-11328_IRIS_313-11328 8
IRIS_313-11329_IRIS_313-11329 9.8
IRIS_313-11330_IRIS_313-11330 10.3
IRIS_313-11331_IRIS_313-11331 8.9
IRIS_313-11335_IRIS_313-11335 8
IRIS_313-11336_IRIS_313-11336 8
IRIS_313-11337_IRIS_313-11337 7.8
IRIS_313-11338_IRIS_313-11338 9.1
IRIS_313-11339_IRIS_313-11339 7.6
IRIS_313-11340_IRIS_313-11340 9.1
IRIS_313-11341_IRIS_313-11341 8.6
IRIS_313-11343_IRIS_313-11343 10.4
IRIS_313-11344_IRIS_313-11344 9.2
IRIS_313-11345_IRIS_313-11345 8.6
IRIS_313-11346_IRIS_313-11346 8.7
IRIS_313-11347_IRIS_313-11347 9
IRIS_313-11348_IRIS_313-11348 9.3
IRIS_313-11349_IRIS_313-11349 9.8
IRIS_313-11350_IRIS_313-11350 6.8
IRIS_313-11351_IRIS_313-11351 9.4
IRIS_313-11352_IRIS_313-11352 7.8
IRIS_313-11353_IRIS_313-11353 8.6
IRIS_313-11354_IRIS_313-11354 7.1
IRIS_313-11355_IRIS_313-11355 8.4
IRIS_313-11357_IRIS_313-11357 9
IRIS_313-11358_IRIS_313-11358 7.8
IRIS_313-11359_IRIS_313-11359 9.8
IRIS_313-11360_IRIS_313-11360 8.2
IRIS_313-11361_IRIS_313-11361 9.1
IRIS_313-11362_IRIS_313-11362 6.7
IRIS_313-11363_IRIS_313-11363 9.2
IRIS_313-11364_IRIS_313-11364 7.4
IRIS_313-11365_IRIS_313-11365 8.8
IRIS_313-11367_IRIS_313-11367 8.8
IRIS_313-11368_IRIS_313-11368 8.8
IRIS_313-11369_IRIS_313-11369 9.9
IRIS_313-11370_IRIS_313-11370 9
IRIS_313-11371_IRIS_313-11371 8.8
IRIS_313-11372_IRIS_313-11372 10.8
IRIS_313-11373_IRIS_313-11373 9.1
IRIS_313-11374_IRIS_313-11374 10.5
IRIS_313-11375_IRIS_313-11375 7.8
IRIS_313-11376_IRIS_313-11376 9.1
IRIS_313-11377_IRIS_313-11377 7
IRIS_313-11379_IRIS_313-11379 8.2
IRIS_313-11380_IRIS_313-11380 6.9
IRIS_313-11381_IRIS_313-11381 8.4
IRIS_313-11383_IRIS_313-11383 9.1
IRIS_313-11384_IRIS_313-11384 6.8
IRIS_313-11385_IRIS_313-11385 9
IRIS_313-11386_IRIS_313-11386 10.3
IRIS_313-11388_IRIS_313-11388 10
IRIS_313-11390_IRIS_313-11390 10.4
IRIS_313-11391_IRIS_313-11391 9.6
IRIS_313-11392_IRIS_313-11392 9.7
IRIS_313-11393_IRIS_313-11393 10.8
IRIS_313-11394_IRIS_313-11394 9.6
IRIS_313-11395_IRIS_313-11395 8.2
IRIS_313-11396_IRIS_313-11396 10.4
IRIS_313-11397_IRIS_313-11397 8.6
IRIS_313-11398_IRIS_313-11398 8.9
IRIS_313-11402_IRIS_313-11402 8.4
IRIS_313-11403_IRIS_313-11403 9.6
IRIS_313-11404_IRIS_313-11404 6.1
IRIS_313-11405_IRIS_313-11405 7.8
IRIS_313-11406_IRIS_313-11406 10.1
IRIS_313-11407_IRIS_313-11407 7.9
IRIS_313-11408_IRIS_313-11408 8
IRIS_313-11409_IRIS_313-11409 10.2
IRIS_313-11410_IRIS_313-11410 7.9
IRIS_313-11411_IRIS_313-11411 7.6
IRIS_313-11413_IRIS_313-11413 7.5
IRIS_313-11414_IRIS_313-11414 8.8
IRIS_313-11416_IRIS_313-11416 8.6
IRIS_313-11417_IRIS_313-11417 9.6
IRIS_313-11418_IRIS_313-11418 10.7
IRIS_313-11420_IRIS_313-11420 9.3
IRIS_313-11421_IRIS_313-11421 7.1
IRIS_313-11422_IRIS_313-11422 7.9
IRIS_313-11423_IRIS_313-11423 8.6
IRIS_313-11424_IRIS_313-11424 8.1
IRIS_313-11425_IRIS_313-11425 9.7
IRIS_313-11426_IRIS_313-11426 7.7
IRIS_313-11427_IRIS_313-11427 10.1
IRIS_313-11428_IRIS_313-11428 10.6
IRIS_313-11429_IRIS_313-11429 8.2
IRIS_313-11431_IRIS_313-11431 9.7
IRIS_313-11432_IRIS_313-11432 8.7
IRIS_313-11433_IRIS_313-11433 8.2
IRIS_313-11434_IRIS_313-11434 9.8
IRIS_313-11435_IRIS_313-11435 9.5
IRIS_313-11436_IRIS_313-11436 9.4
IRIS_313-11437_IRIS_313-11437 10.1
IRIS_313-11438_IRIS_313-11438 9.9
IRIS_313-11439_IRIS_313-11439 8.9
IRIS_313-11441_IRIS_313-11441 9.5
IRIS_313-11442_IRIS_313-11442 9.2
IRIS_313-11443_IRIS_313-11443 8.6
IRIS_313-11445_IRIS_313-11445 8.2
IRIS_313-11446_IRIS_313-11446 8.3
IRIS_313-11447_IRIS_313-11447 9.1
IRIS_313-11448_IRIS_313-11448 8.2
IRIS_313-11449_IRIS_313-11449 7.8
IRIS_313-11451_IRIS_313-11451 8.3
IRIS_313-11452_IRIS_313-11452 9.8
IRIS_313-11453_IRIS_313-11453 8.1
IRIS_313-11454_IRIS_313-11454 9.2
IRIS_313-11455_IRIS_313-11455 7.6
IRIS_313-11456_IRIS_313-11456 9.1
IRIS_313-11458_IRIS_313-11458 8.2
IRIS_313-11460_IRIS_313-11460 8
IRIS_313-11461_IRIS_313-11461 9.1
IRIS_313-11462_IRIS_313-11462 8.4
IRIS_313-11463_IRIS_313-11463 9
IRIS_313-11464_IRIS_313-11464 9.6
IRIS_313-11465_IRIS_313-11465 8.4
IRIS_313-11467_IRIS_313-11467 10.1
IRIS_313-11471_IRIS_313-11471 8.7
IRIS_313-11473_IRIS_313-11473 8.1
IRIS_313-11476_IRIS_313-11476 7.8
IRIS_313-11477_IRIS_313-11477 9.1
IRIS_313-11478_IRIS_313-11478 9.2
IRIS_313-11479_IRIS_313-11479 7.4
IRIS_313-11480_IRIS_313-11480 9.5
IRIS_313-11481_IRIS_313-11481 9.5
IRIS_313-11482_IRIS_313-11482 8.8
IRIS_313-11483_IRIS_313-11483 8
IRIS_313-11484_IRIS_313-11484 8.6
IRIS_313-11486_IRIS_313-11486 7.9
IRIS_313-11487_IRIS_313-11487 9.1
IRIS_313-11489_IRIS_313-11489 9.2
IRIS_313-11490_IRIS_313-11490 9
IRIS_313-11491_IRIS_313-11491 8.5
IRIS_313-11492_IRIS_313-11492 8.5
IRIS_313-11493_IRIS_313-11493 7.8
IRIS_313-11494_IRIS_313-11494 7.8
IRIS_313-11495_IRIS_313-11495 8.7
IRIS_313-11496_IRIS_313-11496 9.2
IRIS_313-11497_IRIS_313-11497 9.3
IRIS_313-11498_IRIS_313-11498 9.5
IRIS_313-11499_IRIS_313-11499 8.4
IRIS_313-11500_IRIS_313-11500 9.9
IRIS_313-11505_IRIS_313-11505 8.6
IRIS_313-11506_IRIS_313-11506 7.6
IRIS_313-11507_IRIS_313-11507 10.1
IRIS_313-11508_IRIS_313-11508 9.4
IRIS_313-11509_IRIS_313-11509 11
IRIS_313-11510_IRIS_313-11510 10
IRIS_313-11511_IRIS_313-11511 9.8
IRIS_313-11512_IRIS_313-11512 10.5
IRIS_313-11513_IRIS_313-11513 8.2
IRIS_313-11515_IRIS_313-11515 11.2
IRIS_313-11516_IRIS_313-11516 9.5
IRIS_313-11517_IRIS_313-11517 10
IRIS_313-11521_IRIS_313-11521 8.4
IRIS_313-11522_IRIS_313-11522 7.8
IRIS_313-11523_IRIS_313-11523 7.6
IRIS_313-11524_IRIS_313-11524 8.9
IRIS_313-11525_IRIS_313-11525 10.4
IRIS_313-11526_IRIS_313-11526 8.8
IRIS_313-11527_IRIS_313-11527 9.4
IRIS_313-11528_IRIS_313-11528 9.6
IRIS_313-11530_IRIS_313-11530 10.5
IRIS_313-11532_IRIS_313-11532 8.9
IRIS_313-11535_IRIS_313-11535 8.2
IRIS_313-11536_IRIS_313-11536 9.6
IRIS_313-11537_IRIS_313-11537 8.2
IRIS_313-11538_IRIS_313-11538 7.6
IRIS_313-11539_IRIS_313-11539 8.7
IRIS_313-11540_IRIS_313-11540 9.3
IRIS_313-11541_IRIS_313-11541 8.6
IRIS_313-11542_IRIS_313-11542 7.9
IRIS_313-11543_IRIS_313-11543 8.7
IRIS_313-11545_IRIS_313-11545 10.1
IRIS_313-11546_IRIS_313-11546 8.7
IRIS_313-11547_IRIS_313-11547 8.9
IRIS_313-11548_IRIS_313-11548 8.3
IRIS_313-11549_IRIS_313-11549 9.1
IRIS_313-11551_IRIS_313-11551 8.2
IRIS_313-11554_IRIS_313-11554 8.4
IRIS_313-11555_IRIS_313-11555 8.1
IRIS_313-11556_IRIS_313-11556 8.1
IRIS_313-11557_IRIS_313-11557 8.6
IRIS_313-11558_IRIS_313-11558 9.7
IRIS_313-11561_IRIS_313-11561 9.5
IRIS_313-11563_IRIS_313-11563 8.6
IRIS_313-11564_IRIS_313-11564 7.4
IRIS_313-11565_IRIS_313-11565 8.4
IRIS_313-11567_IRIS_313-11567 8.6
IRIS_313-11568_IRIS_313-11568 8.4
IRIS_313-11570_IRIS_313-11570 8.9
IRIS_313-11571_IRIS_313-11571 8.2
IRIS_313-11572_IRIS_313-11572 8.5
IRIS_313-11573_IRIS_313-11573 8.2
IRIS_313-11574_IRIS_313-11574 8.6
IRIS_313-11575_IRIS_313-11575 8
IRIS_313-11576_IRIS_313-11576 9
IRIS_313-11577_IRIS_313-11577 9.8
IRIS_313-11578_IRIS_313-11578 8.1
IRIS_313-11579_IRIS_313-11579 6.7
IRIS_313-11580_IRIS_313-11580 8.6
IRIS_313-11582_IRIS_313-11582 7.8
IRIS_313-11584_IRIS_313-11584 8.4
IRIS_313-11585_IRIS_313-11585 7.2
IRIS_313-11586_IRIS_313-11586 8.2
IRIS_313-11588_IRIS_313-11588 7.8
IRIS_313-11591_IRIS_313-11591 8.6
IRIS_313-11594_IRIS_313-11594 7.5
IRIS_313-11595_IRIS_313-11595 7.8
IRIS_313-11596_IRIS_313-11596 6.2
IRIS_313-11597_IRIS_313-11597 7.5
IRIS_313-11598_IRIS_313-11598 8.9
IRIS_313-11599_IRIS_313-11599 9.2
IRIS_313-11600_IRIS_313-11600 7.8
IRIS_313-11602_IRIS_313-11602 7.8
IRIS_313-11603_IRIS_313-11603 8.2
IRIS_313-11604_IRIS_313-11604 8.9
IRIS_313-11606_IRIS_313-11606 7.6
IRIS_313-11607_IRIS_313-11607 8.6
IRIS_313-11609_IRIS_313-11609 8.1
IRIS_313-11611_IRIS_313-11611 8.8
IRIS_313-11615_IRIS_313-11615 7.2
IRIS_313-11616_IRIS_313-11616 7.7
IRIS_313-11617_IRIS_313-11617 7.9
IRIS_313-11618_IRIS_313-11618 9.2
IRIS_313-11619_IRIS_313-11619 7.9
IRIS_313-11620_IRIS_313-11620 8.8
IRIS_313-11621_IRIS_313-11621 8.1
IRIS_313-11622_IRIS_313-11622 7
IRIS_313-11623_IRIS_313-11623 8.7
IRIS_313-11624_IRIS_313-11624 8.9
IRIS_313-11625_IRIS_313-11625 8.2
IRIS_313-11626_IRIS_313-11626 6.8
IRIS_313-11627_IRIS_313-11627 7.2
IRIS_313-11628_IRIS_313-11628 7.2
IRIS_313-11629_IRIS_313-11629 8.6
IRIS_313-11630_IRIS_313-11630 7.9
IRIS_313-11632_IRIS_313-11632 7.1
IRIS_313-11635_IRIS_313-11635 9
IRIS_313-11636_IRIS_313-11636 8.3
IRIS_313-11638_IRIS_313-11638 9.1
IRIS_313-11639_IRIS_313-11639 8
IRIS_313-11640_IRIS_313-11640 8.3
IRIS_313-11641_IRIS_313-11641 6.8
IRIS_313-11642_IRIS_313-11642 8.1
IRIS_313-11643_IRIS_313-11643 9.7
IRIS_313-11644_IRIS_313-11644 8.2
IRIS_313-11645_IRIS_313-11645 8.8
IRIS_313-11646_IRIS_313-11646 9.7
IRIS_313-11647_IRIS_313-11647 7.7
IRIS_313-11648_IRIS_313-11648 7
IRIS_313-11650_IRIS_313-11650 8.8
IRIS_313-11651_IRIS_313-11651 7.5
IRIS_313-11652_IRIS_313-11652 7.6
IRIS_313-11653_IRIS_313-11653 7
IRIS_313-11654_IRIS_313-11654 7.3
IRIS_313-11655_IRIS_313-11655 7.8
IRIS_313-11656_IRIS_313-11656 8.7
IRIS_313-11658_IRIS_313-11658 8.9
IRIS_313-11659_IRIS_313-11659 8.2
IRIS_313-11660_IRIS_313-11660 9.5
IRIS_313-11661_IRIS_313-11661 8.9
IRIS_313-11663_IRIS_313-11663 8.9
IRIS_313-11664_IRIS_313-11664 9.8
IRIS_313-11665_IRIS_313-11665 9
IRIS_313-11666_IRIS_313-11666 9.2
IRIS_313-11667_IRIS_313-11667 8.9
IRIS_313-11668_IRIS_313-11668 8.5
IRIS_313-11669_IRIS_313-11669 8.3
IRIS_313-11671_IRIS_313-11671 9
IRIS_313-11672_IRIS_313-11672 6.7
IRIS_313-11673_IRIS_313-11673 7.4
IRIS_313-11674_IRIS_313-11674 8.9
IRIS_313-11676_IRIS_313-11676 8.9
IRIS_313-11677_IRIS_313-11677 9.3
IRIS_313-11678_IRIS_313-11678 9.8
IRIS_313-11679_IRIS_313-11679 10.2
IRIS_313-11680_IRIS_313-11680 9.4
IRIS_313-11681_IRIS_313-11681 9.1
IRIS_313-11682_IRIS_313-11682 9.9
IRIS_313-11683_IRIS_313-11683 8.8
IRIS_313-11684_IRIS_313-11684 8.6
IRIS_313-11685_IRIS_313-11685 8.9
IRIS_313-11686_IRIS_313-11686 10.5
IRIS_313-11687_IRIS_313-11687 9.5
IRIS_313-11688_IRIS_313-11688 7.6
IRIS_313-11689_IRIS_313-11689 7.1
IRIS_313-11690_IRIS_313-11690 7.7
IRIS_313-11691_IRIS_313-11691 7.9
IRIS_313-11692_IRIS_313-11692 7.2
IRIS_313-11693_IRIS_313-11693 6.9
IRIS_313-11694_IRIS_313-11694 7.1
IRIS_313-11695_IRIS_313-11695 8.3
IRIS_313-11698_IRIS_313-11698 7.1
IRIS_313-11700_IRIS_313-11700 9.5
IRIS_313-11702_IRIS_313-11702 7.7
IRIS_313-11705_IRIS_313-11705 9.2
IRIS_313-11706_IRIS_313-11706 6.1
IRIS_313-11707_IRIS_313-11707 9.3
IRIS_313-11708_IRIS_313-11708 9.3
IRIS_313-11709_IRIS_313-11709 9.4
IRIS_313-11710_IRIS_313-11710 9.8
IRIS_313-11711_IRIS_313-11711 9.3
IRIS_313-11712_IRIS_313-11712 9.1
IRIS_313-11713_IRIS_313-11713 9.6
IRIS_313-11714_IRIS_313-11714 9.9
IRIS_313-11716_IRIS_313-11716 9.5
IRIS_313-11717_IRIS_313-11717 8.8
IRIS_313-11719_IRIS_313-11719 10.3
IRIS_313-11720_IRIS_313-11720 9.5
IRIS_313-11721_IRIS_313-11721 8.7
IRIS_313-11722_IRIS_313-11722 8.2
IRIS_313-11723_IRIS_313-11723 10.8
IRIS_313-11724_IRIS_313-11724 6.2
IRIS_313-11725_IRIS_313-11725 7.7
IRIS_313-11726_IRIS_313-11726 7.3
IRIS_313-11727_IRIS_313-11727 7.7
IRIS_313-11728_IRIS_313-11728 10.1
IRIS_313-11729_IRIS_313-11729 7.9
IRIS_313-11730_IRIS_313-11730 7.1
IRIS_313-11731_IRIS_313-11731 9.7
IRIS_313-11732_IRIS_313-11732 7.5
IRIS_313-11733_IRIS_313-11733 7.8
IRIS_313-11734_IRIS_313-11734 8.1
IRIS_313-11735_IRIS_313-11735 8.2
