SampleID	grain_length
IRIS_313-11736_IRIS_313-11736 7.7
IRIS_313-11737_IRIS_313-11737 6.7
IRIS_313-11738_IRIS_313-11738 8.4
IRIS_313-11739_IRIS_313-11739 9.2
IRIS_313-11740_IRIS_313-11740 8
IRIS_313-11741_IRIS_313-11741 8.6
IRIS_313-11742_IRIS_313-11742 7.7
IRIS_313-11743_IRIS_313-11743 9
IRIS_313-11744_IRIS_313-11744 8.9
IRIS_313-11745_IRIS_313-11745 8.1
IRIS_313-11746_IRIS_313-11746 8.7
IRIS_313-11747_IRIS_313-11747 8.9
IRIS_313-11748_IRIS_313-11748 8.7
IRIS_313-11750_IRIS_313-11750 8.6
IRIS_313-11751_IRIS_313-11751 9.6
IRIS_313-11752_IRIS_313-11752 8.4
IRIS_313-11753_IRIS_313-11753 8.8
IRIS_313-11754_IRIS_313-11754 9.8
IRIS_313-11755_IRIS_313-11755 9.4
IRIS_313-11756_IRIS_313-11756 8.7
IRIS_313-11757_IRIS_313-11757 7.7
IRIS_313-11758_IRIS_313-11758 8
IRIS_313-11759_IRIS_313-11759 8.8
IRIS_313-11760_IRIS_313-11760 9
IRIS_313-11761_IRIS_313-11761 10.2
IRIS_313-11762_IRIS_313-11762 9
IRIS_313-11763_IRIS_313-11763 8.7
IRIS_313-11764_IRIS_313-11764 7.5
IRIS_313-11765_IRIS_313-11765 6.5
IRIS_313-11766_IRIS_313-11766 9.6
IRIS_313-11767_IRIS_313-11767 11.3
IRIS_313-11772_IRIS_313-11772 9.2
IRIS_313-11773_IRIS_313-11773 8.7
IRIS_313-11779_IRIS_313-11779 9.2
IRIS_313-11780_IRIS_313-11780 10.6
IRIS_313-11782_IRIS_313-11782 10.1
IRIS_313-11783_IRIS_313-11783 9.2
IRIS_313-11784_IRIS_313-11784 9.7
IRIS_313-11785_IRIS_313-11785 9.5
IRIS_313-11786_IRIS_313-11786 10.6
IRIS_313-11787_IRIS_313-11787 8.9
IRIS_313-11788_IRIS_313-11788 7.9
IRIS_313-11789_IRIS_313-11789 10.2
IRIS_313-11790_IRIS_313-11790 8.2
IRIS_313-11791_IRIS_313-11791 9.6
IRIS_313-11792_IRIS_313-11792 8.7
IRIS_313-11793_IRIS_313-11793 9.8
IRIS_313-11794_IRIS_313-11794 10.1
IRIS_313-11795_IRIS_313-11795 8.1
IRIS_313-11796_IRIS_313-11796 8.3
IRIS_313-11797_IRIS_313-11797 10
IRIS_313-11798_IRIS_313-11798 9.1
IRIS_313-11799_IRIS_313-11799 9
IRIS_313-11800_IRIS_313-11800 8
IRIS_313-11801_IRIS_313-11801 9
IRIS_313-11802_IRIS_313-11802 8.6
IRIS_313-11803_IRIS_313-11803 7.8
IRIS_313-11804_IRIS_313-11804 8.1
IRIS_313-11805_IRIS_313-11805 8.8
IRIS_313-11806_IRIS_313-11806 8.1
IRIS_313-11807_IRIS_313-11807 9.6
IRIS_313-11808_IRIS_313-11808 10.2
IRIS_313-11809_IRIS_313-11809 10.5
IRIS_313-11810_IRIS_313-11810 9.9
IRIS_313-11811_IRIS_313-11811 9.1
IRIS_313-11812_IRIS_313-11812 10.2
IRIS_313-11813_IRIS_313-11813 9.8
IRIS_313-11814_IRIS_313-11814 11.2
IRIS_313-11815_IRIS_313-11815 9.8
IRIS_313-11816_IRIS_313-11816 7.8
IRIS_313-11817_IRIS_313-11817 9.7
IRIS_313-11818_IRIS_313-11818 8
IRIS_313-11819_IRIS_313-11819 9.5
IRIS_313-11820_IRIS_313-11820 10.1
IRIS_313-11821_IRIS_313-11821 7.1
IRIS_313-11822_IRIS_313-11822 9.1
IRIS_313-11823_IRIS_313-11823 9.6
IRIS_313-11824_IRIS_313-11824 8.9
IRIS_313-11825_IRIS_313-11825 9.5
IRIS_313-11826_IRIS_313-11826 6.2
IRIS_313-11828_IRIS_313-11828 8.5
IRIS_313-11829_IRIS_313-11829 7.3
IRIS_313-11830_IRIS_313-11830 7.7
IRIS_313-11831_IRIS_313-11831 11.3
IRIS_313-11832_IRIS_313-11832 9.3
IRIS_313-11833_IRIS_313-11833 8.2
IRIS_313-11834_IRIS_313-11834 10
IRIS_313-11835_IRIS_313-11835 9.9
IRIS_313-11836_IRIS_313-11836 9.1
IRIS_313-11837_IRIS_313-11837 11
IRIS_313-11838_IRIS_313-11838 8.7
IRIS_313-11839_IRIS_313-11839 9.6
IRIS_313-11840_IRIS_313-11840 10.2
IRIS_313-11841_IRIS_313-11841 10.4
IRIS_313-11843_IRIS_313-11843 7.6
IRIS_313-11844_IRIS_313-11844 8.7
IRIS_313-11845_IRIS_313-11845 10.3
IRIS_313-11846_IRIS_313-11846 9.2
IRIS_313-11848_IRIS_313-11848 9.5
IRIS_313-11849_IRIS_313-11849 10.1
IRIS_313-11850_IRIS_313-11850 7.8
IRIS_313-11851_IRIS_313-11851 9.5
IRIS_313-11852_IRIS_313-11852 8.3
IRIS_313-11853_IRIS_313-11853 7.7
IRIS_313-11854_IRIS_313-11854 7.7
IRIS_313-11855_IRIS_313-11855 7.1
IRIS_313-11856_IRIS_313-11856 7.9
IRIS_313-11857_IRIS_313-11857 7.6
IRIS_313-11858_IRIS_313-11858 7.9
IRIS_313-11859_IRIS_313-11859 8.4
IRIS_313-11860_IRIS_313-11860 8
IRIS_313-11861_IRIS_313-11861 8
IRIS_313-11862_IRIS_313-11862 8.1
IRIS_313-11863_IRIS_313-11863 8
IRIS_313-11865_IRIS_313-11865 7.5
IRIS_313-11866_IRIS_313-11866 7.6
IRIS_313-11867_IRIS_313-11867 8.4
IRIS_313-11868_IRIS_313-11868 8.3
IRIS_313-11869_IRIS_313-11869 7.7
IRIS_313-11870_IRIS_313-11870 8.3
IRIS_313-11871_IRIS_313-11871 8.1
IRIS_313-11872_IRIS_313-11872 8.4
IRIS_313-11875_IRIS_313-11875 7.3
IRIS_313-11876_IRIS_313-11876 9.2
IRIS_313-11877_IRIS_313-11877 9.5
IRIS_313-11878_IRIS_313-11878 8.3
IRIS_313-11881_IRIS_313-11881 8.7
IRIS_313-11882_IRIS_313-11882 8.6
IRIS_313-11884_IRIS_313-11884 8.7
IRIS_313-11885_IRIS_313-11885 8.3
IRIS_313-11886_IRIS_313-11886 9.2
IRIS_313-11887_IRIS_313-11887 8.9
IRIS_313-11888_IRIS_313-11888 10.6
IRIS_313-11889_IRIS_313-11889 9.8
IRIS_313-11890_IRIS_313-11890 7.6
IRIS_313-11892_IRIS_313-11892 8.7
IRIS_313-11893_IRIS_313-11893 8.7
IRIS_313-11894_IRIS_313-11894 9
IRIS_313-11895_IRIS_313-11895 6.2
IRIS_313-11896_IRIS_313-11896 7.6
IRIS_313-11897_IRIS_313-11897 8.9
IRIS_313-11898_IRIS_313-11898 9.2
IRIS_313-11899_IRIS_313-11899 9.9
IRIS_313-11900_IRIS_313-11900 10.8
IRIS_313-11901_IRIS_313-11901 6.2
IRIS_313-11902_IRIS_313-11902 8
IRIS_313-11903_IRIS_313-11903 8.4
IRIS_313-11904_IRIS_313-11904 8.2
IRIS_313-11905_IRIS_313-11905 8.3
IRIS_313-11906_IRIS_313-11906 9.4
IRIS_313-11907_IRIS_313-11907 8.9
IRIS_313-11908_IRIS_313-11908 8
IRIS_313-11909_IRIS_313-11909 8.1
IRIS_313-11910_IRIS_313-11910 8.8
IRIS_313-11911_IRIS_313-11911 8.4
IRIS_313-11912_IRIS_313-11912 8.4
IRIS_313-11913_IRIS_313-11913 9.3
IRIS_313-11914_IRIS_313-11914 10.7
IRIS_313-11915_IRIS_313-11915 8.2
IRIS_313-11916_IRIS_313-11916 8.5
IRIS_313-11917_IRIS_313-11917 6.3
IRIS_313-11918_IRIS_313-11918 8.2
IRIS_313-11919_IRIS_313-11919 8.6
IRIS_313-11920_IRIS_313-11920 10.1
IRIS_313-11921_IRIS_313-11921 9.8
IRIS_313-11922_IRIS_313-11922 9.8
IRIS_313-11923_IRIS_313-11923 12.4
IRIS_313-11924_IRIS_313-11924 10.1
IRIS_313-11925_IRIS_313-11925 9.8
IRIS_313-11926_IRIS_313-11926 11.5
IRIS_313-11927_IRIS_313-11927 10.1
IRIS_313-11928_IRIS_313-11928 7.6
IRIS_313-11929_IRIS_313-11929 9
IRIS_313-11930_IRIS_313-11930 9.5
IRIS_313-11932_IRIS_313-11932 9.9
IRIS_313-11934_IRIS_313-11934 9.6
IRIS_313-11935_IRIS_313-11935 6.6
IRIS_313-11937_IRIS_313-11937 8
IRIS_313-11938_IRIS_313-11938 7.9
IRIS_313-11939_IRIS_313-11939 9.8
IRIS_313-11940_IRIS_313-11940 8.5
IRIS_313-11941_IRIS_313-11941 9.1
IRIS_313-11943_IRIS_313-11943 8.1
IRIS_313-11944_IRIS_313-11944 8.6
IRIS_313-11945_IRIS_313-11945 7.1
IRIS_313-11947_IRIS_313-11947 8.7
IRIS_313-11948_IRIS_313-11948 8
IRIS_313-11949_IRIS_313-11949 8.2
IRIS_313-11950_IRIS_313-11950 7.7
IRIS_313-11951_IRIS_313-11951 8.8
IRIS_313-11952_IRIS_313-11952 8.2
IRIS_313-11953_IRIS_313-11953 8.4
IRIS_313-11954_IRIS_313-11954 7.9
IRIS_313-11955_IRIS_313-11955 7.7
IRIS_313-11956_IRIS_313-11956 7.8
IRIS_313-11957_IRIS_313-11957 8.8
IRIS_313-11959_IRIS_313-11959 8.6
IRIS_313-11960_IRIS_313-11960 9.4
IRIS_313-11961_IRIS_313-11961 10.3
IRIS_313-11962_IRIS_313-11962 9.9
IRIS_313-11963_IRIS_313-11963 7.9
IRIS_313-11964_IRIS_313-11964 7.9
IRIS_313-11965_IRIS_313-11965 7.7
IRIS_313-11966_IRIS_313-11966 8.4
IRIS_313-11967_IRIS_313-11967 7.8
IRIS_313-11968_IRIS_313-11968 7.9
IRIS_313-11969_IRIS_313-11969 10.3
IRIS_313-11970_IRIS_313-11970 8.6
IRIS_313-11971_IRIS_313-11971 10.9
IRIS_313-11973_IRIS_313-11973 6.8
IRIS_313-11974_IRIS_313-11974 7.5
IRIS_313-11976_IRIS_313-11976 7.6
IRIS_313-11977_IRIS_313-11977 7.6
IRIS_313-11978_IRIS_313-11978 9.2
IRIS_313-11979_IRIS_313-11979 9.1
IRIS_313-11980_IRIS_313-11980 6.3
IRIS_313-11981_IRIS_313-11981 7.3
IRIS_313-11982_IRIS_313-11982 7.7
IRIS_313-11983_IRIS_313-11983 9.3
IRIS_313-11985_IRIS_313-11985 7.8
IRIS_313-11986_IRIS_313-11986 7.3
IRIS_313-11987_IRIS_313-11987 8.6
IRIS_313-11988_IRIS_313-11988 7.5
IRIS_313-11989_IRIS_313-11989 7.4
IRIS_313-11990_IRIS_313-11990 8.5
IRIS_313-11991_IRIS_313-11991 10.4
IRIS_313-11992_IRIS_313-11992 10.4
IRIS_313-11993_IRIS_313-11993 10.7
IRIS_313-11994_IRIS_313-11994 8.8
IRIS_313-11995_IRIS_313-11995 9.2
IRIS_313-11996_IRIS_313-11996 8.8
IRIS_313-11997_IRIS_313-11997 7.3
IRIS_313-11998_IRIS_313-11998 8
IRIS_313-11999_IRIS_313-11999 8.1
IRIS_313-12000_IRIS_313-12000 7.8
IRIS_313-12002_IRIS_313-12002 7.7
IRIS_313-12003_IRIS_313-12003 7.3
IRIS_313-12004_IRIS_313-12004 8.6
IRIS_313-12005_IRIS_313-12005 8.5
IRIS_313-12006_IRIS_313-12006 8.6
IRIS_313-12007_IRIS_313-12007 8
IRIS_313-12009_IRIS_313-12009 7.7
IRIS_313-12010_IRIS_313-12010 8.2
IRIS_313-12011_IRIS_313-12011 8.4
IRIS_313-12012_IRIS_313-12012 8.5
IRIS_313-12013_IRIS_313-12013 9
IRIS_313-12014_IRIS_313-12014 10.3
IRIS_313-12015_IRIS_313-12015 9.3
IRIS_313-12016_IRIS_313-12016 9
IRIS_313-12017_IRIS_313-12017 7.9
IRIS_313-12018_IRIS_313-12018 9.2
IRIS_313-12021_IRIS_313-12021 9.5
IRIS_313-12024_IRIS_313-12024 9.5
IRIS_313-12027_IRIS_313-12027 9.1
IRIS_313-12028_IRIS_313-12028 10
IRIS_313-12029_IRIS_313-12029 9.4
IRIS_313-12030_IRIS_313-12030 9.8
IRIS_313-12031_IRIS_313-12031 9.1
IRIS_313-12033_IRIS_313-12033 8
IRIS_313-12036_IRIS_313-12036 8.4
IRIS_313-12037_IRIS_313-12037 8.5
IRIS_313-12038_IRIS_313-12038 7.3
IRIS_313-12039_IRIS_313-12039 10.2
IRIS_313-12040_IRIS_313-12040 7.6
IRIS_313-12041_IRIS_313-12041 7.7
IRIS_313-12042_IRIS_313-12042 7.9
IRIS_313-12043_IRIS_313-12043 8.2
IRIS_313-12044_IRIS_313-12044 8.2
IRIS_313-12046_IRIS_313-12046 7.8
IRIS_313-12047_IRIS_313-12047 7.1
IRIS_313-12048_IRIS_313-12048 7.1
IRIS_313-12049_IRIS_313-12049 7.7
IRIS_313-12050_IRIS_313-12050 9.4
IRIS_313-12051_IRIS_313-12051 9.9
IRIS_313-12052_IRIS_313-12052 8.5
IRIS_313-12053_IRIS_313-12053 7.7
IRIS_313-12054_IRIS_313-12054 7.5
IRIS_313-12055_IRIS_313-12055 6.1
IRIS_313-12057_IRIS_313-12057 7.6
IRIS_313-12058_IRIS_313-12058 6.8
IRIS_313-12059_IRIS_313-12059 6.6
IRIS_313-12060_IRIS_313-12060 7
IRIS_313-12061_IRIS_313-12061 6.2
IRIS_313-12063_IRIS_313-12063 9.3
IRIS_313-12065_IRIS_313-12065 8.4
IRIS_313-12066_IRIS_313-12066 7.3
IRIS_313-12067_IRIS_313-12067 8.3
IRIS_313-12068_IRIS_313-12068 9.2
IRIS_313-12069_IRIS_313-12069 9
IRIS_313-12070_IRIS_313-12070 9.2
IRIS_313-12071_IRIS_313-12071 9.1
IRIS_313-12072_IRIS_313-12072 8.4
IRIS_313-12073_IRIS_313-12073 7.4
IRIS_313-12074_IRIS_313-12074 6.9
IRIS_313-12076_IRIS_313-12076 8.6
IRIS_313-12077_IRIS_313-12077 8.3
IRIS_313-12078_IRIS_313-12078 7.3
IRIS_313-12080_IRIS_313-12080 7.7
IRIS_313-12081_IRIS_313-12081 6.7
IRIS_313-12082_IRIS_313-12082 9.7
IRIS_313-12083_IRIS_313-12083 8.2
IRIS_313-12093_IRIS_313-12093 7.5
IRIS_313-12094_IRIS_313-12094 4.7
IRIS_313-12096_IRIS_313-12096 6.6
IRIS_313-12097_IRIS_313-12097 7
IRIS_313-12101_IRIS_313-12101 6.2
IRIS_313-12102_IRIS_313-12102 7.4
IRIS_313-12109_IRIS_313-12109 6.4
IRIS_313-12118_IRIS_313-12118 6
IRIS_313-12121_IRIS_313-12121 7.1
IRIS_313-12127_IRIS_313-12127 6.7
IRIS_313-12128_IRIS_313-12128 7.6
IRIS_313-12129_IRIS_313-12129 7
IRIS_313-12130_IRIS_313-12130 6.5
IRIS_313-12131_IRIS_313-12131 7.4
IRIS_313-12133_IRIS_313-12133 7.5
IRIS_313-12134_IRIS_313-12134 7
IRIS_313-12135_IRIS_313-12135 6.7
IRIS_313-12138_IRIS_313-12138 6.5
IRIS_313-12139_IRIS_313-12139 6.4
IRIS_313-12141_IRIS_313-12141 6
IRIS_313-12142_IRIS_313-12142 5.9
IRIS_313-12143_IRIS_313-12143 6
IRIS_313-12144_IRIS_313-12144 6
IRIS_313-12146_IRIS_313-12146 8.2
IRIS_313-12147_IRIS_313-12147 6.2
IRIS_313-12148_IRIS_313-12148 5.8
IRIS_313-12151_IRIS_313-12151 6.6
IRIS_313-12152_IRIS_313-12152 6.8
IRIS_313-12161_IRIS_313-12161 6.3
IRIS_313-12164_IRIS_313-12164 6.2
IRIS_313-12180_IRIS_313-12180 9.5
IRIS_313-12182_IRIS_313-12182 9
IRIS_313-12183_IRIS_313-12183 7.4
IRIS_313-12185_IRIS_313-12185 9.2
IRIS_313-12186_IRIS_313-12186 9.8
IRIS_313-12187_IRIS_313-12187 9.9
IRIS_313-12188_IRIS_313-12188 9.6
IRIS_313-12190_IRIS_313-12190 10.1
IRIS_313-12193_IRIS_313-12193 9.9
IRIS_313-12194_IRIS_313-12194 9.5
IRIS_313-12200_IRIS_313-12200 9.2
IRIS_313-12207_IRIS_313-12207 8.4
IRIS_313-12210_IRIS_313-12210 7
IRIS_313-12217_IRIS_313-12217 6.8
IRIS_313-12220_IRIS_313-12220 7.8
IRIS_313-12221_IRIS_313-12221 8
IRIS_313-12222_IRIS_313-12222 8.5
IRIS_313-12224_IRIS_313-12224 9.3
IRIS_313-12225_IRIS_313-12225 8.5
IRIS_313-12226_IRIS_313-12226 10.3
IRIS_313-12227_IRIS_313-12227 8.3
IRIS_313-12228_IRIS_313-12228 9.3
IRIS_313-12229_IRIS_313-12229 9.8
IRIS_313-12231_IRIS_313-12231 7.8
IRIS_313-12232_IRIS_313-12232 7.5
IRIS_313-12234_IRIS_313-12234 7.9
IRIS_313-12236_IRIS_313-12236 8
IRIS_313-12237_IRIS_313-12237 7.7
IRIS_313-12240_IRIS_313-12240 9.1
IRIS_313-12241_IRIS_313-12241 8.3
IRIS_313-12242_IRIS_313-12242 9.6
IRIS_313-12244_IRIS_313-12244 8.1
IRIS_313-12246_IRIS_313-12246 9.1
IRIS_313-12247_IRIS_313-12247 8.9
IRIS_313-12249_IRIS_313-12249 8.9
IRIS_313-12251_IRIS_313-12251 7.8
IRIS_313-12252_IRIS_313-12252 8.6
IRIS_313-12254_IRIS_313-12254 10.6
IRIS_313-12257_IRIS_313-12257 9.8
IRIS_313-12258_IRIS_313-12258 8.5
IRIS_313-12259_IRIS_313-12259 9.3
IRIS_313-12260_IRIS_313-12260 9.4
IRIS_313-12261_IRIS_313-12261 9.6
IRIS_313-12262_IRIS_313-12262 10.4
IRIS_313-12263_IRIS_313-12263 10.2
IRIS_313-12265_IRIS_313-12265 9.9
IRIS_313-12266_IRIS_313-12266 8.4
IRIS_313-12268_IRIS_313-12268 8.5
IRIS_313-12269_IRIS_313-12269 7.8
IRIS_313-12270_IRIS_313-12270 8.2
IRIS_313-12271_IRIS_313-12271 8
IRIS_313-12272_IRIS_313-12272 7.8
IRIS_313-12273_IRIS_313-12273 7.9
IRIS_313-12275_IRIS_313-12275 9.3
IRIS_313-12278_IRIS_313-12278 7.8
IRIS_313-12279_IRIS_313-12279 9.6
IRIS_313-12280_IRIS_313-12280 8.6
IRIS_313-12281_IRIS_313-12281 8.9
IRIS_313-12282_IRIS_313-12282 9.8
IRIS_313-12283_IRIS_313-12283 8.6
IRIS_313-12284_IRIS_313-12284 7.4
IRIS_313-12285_IRIS_313-12285 9
IRIS_313-12286_IRIS_313-12286 9.3
IRIS_313-12287_IRIS_313-12287 9.7
IRIS_313-12288_IRIS_313-12288 7.6
IRIS_313-12289_IRIS_313-12289 9.8
IRIS_313-12290_IRIS_313-12290 8.3
IRIS_313-12291_IRIS_313-12291 8.7
IRIS_313-12292_IRIS_313-12292 9
IRIS_313-12296_IRIS_313-12296 8.1
IRIS_313-12297_IRIS_313-12297 8.7
IRIS_313-12299_IRIS_313-12299 10.9
IRIS_313-12300_IRIS_313-12300 8.6
IRIS_313-12301_IRIS_313-12301 8.7
IRIS_313-12302_IRIS_313-12302 9.3
IRIS_313-12303_IRIS_313-12303 9.4
IRIS_313-12305_IRIS_313-12305 8.1
IRIS_313-12307_IRIS_313-12307 9.5
IRIS_313-12308_IRIS_313-12308 9.2
IRIS_313-12309_IRIS_313-12309 10.4
IRIS_313-12311_IRIS_313-12311 10.2
IRIS_313-12312_IRIS_313-12312 8.9
IRIS_313-12313_IRIS_313-12313 8.7
IRIS_313-12319_IRIS_313-12319 9.1
IRIS_313-12321_IRIS_313-12321 8.4
IRIS_313-12322_IRIS_313-12322 9
IRIS_313-12323_IRIS_313-12323 10.9
IRIS_313-12324_IRIS_313-12324 10.6
IRIS_313-12325_IRIS_313-12325 7.4
IRIS_313-12329_IRIS_313-12329 8.3
IRIS_313-12330_IRIS_313-12330 9.6
IRIS_313-12332_IRIS_313-12332 11.2
IRIS_313-12334_IRIS_313-12334 10.7
IRIS_313-12336_IRIS_313-12336 9.7
IRIS_313-12337_IRIS_313-12337 11.7
IRIS_313-12340_IRIS_313-12340 10.5
IRIS_313-12341_IRIS_313-12341 12.4
IRIS_313-12342_IRIS_313-12342 9.6
IRIS_313-12345_IRIS_313-12345 10.5
IRIS_313-12346_IRIS_313-12346 10.7
IRIS_313-12347_IRIS_313-12347 8.4
IRIS_313-12348_IRIS_313-12348 9.2
IRIS_313-12349_IRIS_313-12349 8.8
IRIS_313-12350_IRIS_313-12350 9.1
IRIS_313-12351_IRIS_313-12351 10.3
IRIS_313-12352_IRIS_313-12352 8.9
IRIS_313-12353_IRIS_313-12353 9
IRIS_313-12354_IRIS_313-12354 9.5
IRIS_313-12355_IRIS_313-12355 10.6
IRIS_313-7684_IRIS_313-7684 8.9
IRIS_313-7685_IRIS_313-7685 9
IRIS_313-7688_IRIS_313-7688 9.3
IRIS_313-7689_IRIS_313-7689 8.9
IRIS_313-7690_IRIS_313-7690 10
IRIS_313-7691_IRIS_313-7691 9.5
IRIS_313-7736_IRIS_313-7736 8.3
IRIS_313-7780_IRIS_313-7780 9.9
IRIS_313-7883_IRIS_313-7883 8.5
IRIS_313-7885_IRIS_313-7885 9
IRIS_313-7933_IRIS_313-7933 7.6
IRIS_313-8232_IRIS_313-8232 10
IRIS_313-8244_IRIS_313-8244 7.9
IRIS_313-8252_IRIS_313-8252 7.9
IRIS_313-8253_IRIS_313-8253 10.8
IRIS_313-8256_IRIS_313-8256 9.2
IRIS_313-8265_IRIS_313-8265 8
IRIS_313-8268_IRIS_313-8268 6.7
IRIS_313-8277_IRIS_313-8277 9.5
IRIS_313-8279_IRIS_313-8279 9.7
IRIS_313-8283_IRIS_313-8283 7.8
IRIS_313-8285_IRIS_313-8285 9.1
IRIS_313-8288_IRIS_313-8288 9.7
IRIS_313-8292_IRIS_313-8292 8.5
IRIS_313-8293_IRIS_313-8293 8.7
IRIS_313-8302_IRIS_313-8302 8.3
IRIS_313-8303_IRIS_313-8303 8.6
IRIS_313-8305_IRIS_313-8305 9.6
IRIS_313-8312_IRIS_313-8312 8
IRIS_313-8314_IRIS_313-8314 9.1
IRIS_313-8316_IRIS_313-8316 8.6
IRIS_313-8321_IRIS_313-8321 7.4
IRIS_313-8324_IRIS_313-8324 8.9
IRIS_313-8326_IRIS_313-8326 6.2
IRIS_313-8332_IRIS_313-8332 9.9
IRIS_313-8339_IRIS_313-8339 9.5
IRIS_313-8341_IRIS_313-8341 8.8
IRIS_313-8342_IRIS_313-8342 6.1
IRIS_313-8349_IRIS_313-8349 8.8
IRIS_313-8356_IRIS_313-8356 8.3
IRIS_313-8368_IRIS_313-8368 9.1
IRIS_313-8380_IRIS_313-8380 8.3
IRIS_313-8381_IRIS_313-8381 8.4
IRIS_313-8383_IRIS_313-8383 8.7
IRIS_313-8385_IRIS_313-8385 6.4
IRIS_313-8386_IRIS_313-8386 9
IRIS_313-8387_IRIS_313-8387 6.9
IRIS_313-8390_IRIS_313-8390 10.9
IRIS_313-8392_IRIS_313-8392 9.4
IRIS_313-8398_IRIS_313-8398 8.6
IRIS_313-8399_IRIS_313-8399 8
IRIS_313-8400_IRIS_313-8400 7.6
IRIS_313-8405_IRIS_313-8405 8
IRIS_313-8409_IRIS_313-8409 8.2
IRIS_313-8410_IRIS_313-8410 7.8
IRIS_313-8412_IRIS_313-8412 7.1
IRIS_313-8414_IRIS_313-8414 9.3
IRIS_313-8431_IRIS_313-8431 8.4
IRIS_313-8433_IRIS_313-8433 7.7
IRIS_313-8434_IRIS_313-8434 8.8
IRIS_313-8435_IRIS_313-8435 7.8
IRIS_313-8436_IRIS_313-8436 8.7
IRIS_313-8437_IRIS_313-8437 7.9
IRIS_313-8439_IRIS_313-8439 9
IRIS_313-8444_IRIS_313-8444 8.9
IRIS_313-8450_IRIS_313-8450 9.8
IRIS_313-8453_IRIS_313-8453 8.5
IRIS_313-8454_IRIS_313-8454 8.1
IRIS_313-8458_IRIS_313-8458 9.3
IRIS_313-8468_IRIS_313-8468 7.9
IRIS_313-8474_IRIS_313-8474 9.2
IRIS_313-8481_IRIS_313-8481 7.4
IRIS_313-8485_IRIS_313-8485 10.3
IRIS_313-8486_IRIS_313-8486 8.4
IRIS_313-8492_IRIS_313-8492 8.9
IRIS_313-8493_IRIS_313-8493 7.5
IRIS_313-8498_IRIS_313-8498 8.3
IRIS_313-8502_IRIS_313-8502 8.3
IRIS_313-8509_IRIS_313-8509 7.8
IRIS_313-8514_IRIS_313-8514 8.9
IRIS_313-8519_IRIS_313-8519 8
IRIS_313-8523_IRIS_313-8523 9.7
IRIS_313-8530_IRIS_313-8530 8.1
IRIS_313-8536_IRIS_313-8536 8.3
IRIS_313-8554_IRIS_313-8554 9.1
IRIS_313-8557_IRIS_313-8557 8.5
IRIS_313-8559_IRIS_313-8559 8.4
IRIS_313-8565_IRIS_313-8565 9
IRIS_313-8568_IRIS_313-8568 8.2
IRIS_313-8571_IRIS_313-8571 10.8
IRIS_313-8572_IRIS_313-8572 9.1
IRIS_313-8578_IRIS_313-8578 9.1
IRIS_313-8580_IRIS_313-8580 7.7
IRIS_313-8585_IRIS_313-8585 9.1
IRIS_313-8586_IRIS_313-8586 9.3
IRIS_313-8591_IRIS_313-8591 9.4
IRIS_313-8595_IRIS_313-8595 10.3
IRIS_313-8599_IRIS_313-8599 5.4
IRIS_313-8603_IRIS_313-8603 8.5
IRIS_313-8606_IRIS_313-8606 8.4
IRIS_313-8608_IRIS_313-8608 9.1
IRIS_313-8614_IRIS_313-8614 7.3
IRIS_313-8616_IRIS_313-8616 8.6
IRIS_313-8621_IRIS_313-8621 9.6
IRIS_313-8622_IRIS_313-8622 8.3
IRIS_313-8626_IRIS_313-8626 8.2
IRIS_313-8627_IRIS_313-8627 9.6
IRIS_313-8631_IRIS_313-8631 8
IRIS_313-8637_IRIS_313-8637 7.2
IRIS_313-8638_IRIS_313-8638 10.4
IRIS_313-8641_IRIS_313-8641 9
IRIS_313-8643_IRIS_313-8643 7.6
IRIS_313-8645_IRIS_313-8645 8.1
IRIS_313-8647_IRIS_313-8647 8.2
IRIS_313-8655_IRIS_313-8655 7.8
IRIS_313-8656_IRIS_313-8656 9.7
IRIS_313-8657_IRIS_313-8657 8.1
IRIS_313-8658_IRIS_313-8658 9
IRIS_313-8660_IRIS_313-8660 7.4
IRIS_313-8665_IRIS_313-8665 8.3
IRIS_313-8669_IRIS_313-8669 8.4
IRIS_313-8674_IRIS_313-8674 9.6
IRIS_313-8679_IRIS_313-8679 9.6
IRIS_313-8683_IRIS_313-8683 7.9
IRIS_313-8687_IRIS_313-8687 8.1
IRIS_313-8690_IRIS_313-8690 7.9
IRIS_313-8694_IRIS_313-8694 9.1
IRIS_313-8697_IRIS_313-8697 9.6
IRIS_313-8699_IRIS_313-8699 8.2
IRIS_313-8703_IRIS_313-8703 8.5
IRIS_313-8712_IRIS_313-8712 8.4
IRIS_313-8713_IRIS_313-8713 7.6
IRIS_313-8717_IRIS_313-8717 8
IRIS_313-8721_IRIS_313-8721 8
IRIS_313-8723_IRIS_313-8723 10.1
IRIS_313-8725_IRIS_313-8725 7.8
IRIS_313-8727_IRIS_313-8727 8.8
IRIS_313-8731_IRIS_313-8731 8.1
IRIS_313-8732_IRIS_313-8732 10.5
IRIS_313-8735_IRIS_313-8735 8
IRIS_313-8737_IRIS_313-8737 9.8
IRIS_313-8739_IRIS_313-8739 9.2
IRIS_313-8743_IRIS_313-8743 8.1
IRIS_313-8744_IRIS_313-8744 8.3
IRIS_313-8745_IRIS_313-8745 9.4
IRIS_313-8747_IRIS_313-8747 10
IRIS_313-8751_IRIS_313-8751 9.5
IRIS_313-8754_IRIS_313-8754 8.5
